      0.999800E+02      0.126640E-05      0.253027E-07      0.207774E-03      0.415131E-05
      0.999600E+02      0.126713E-05      0.506200E-07      0.207852E-03      0.830420E-05
      0.999401E+02      0.126787E-05      0.759519E-07      0.207931E-03      0.124587E-04
      0.999201E+02      0.126860E-05      0.101299E-06      0.208009E-03      0.166147E-04
      0.999001E+02      0.126933E-05      0.126660E-06      0.208088E-03      0.207723E-04
      0.998801E+02      0.127007E-05      0.152036E-06      0.208167E-03      0.249314E-04
      0.998601E+02      0.127080E-05      0.177426E-06      0.208245E-03      0.290922E-04
      0.998402E+02      0.127154E-05      0.202832E-06      0.208324E-03      0.332545E-04
      0.998202E+02      0.127227E-05      0.228252E-06      0.208403E-03      0.374184E-04
      0.998002E+02      0.127301E-05      0.253686E-06      0.208482E-03      0.415839E-04
      0.997802E+02      0.127375E-05      0.279136E-06      0.208561E-03      0.457509E-04
      0.997602E+02      0.127448E-05      0.304600E-06      0.208640E-03      0.499195E-04
      0.997403E+02      0.127522E-05      0.330079E-06      0.208719E-03      0.540897E-04
      0.997203E+02      0.127596E-05      0.355572E-06      0.208798E-03      0.582615E-04
      0.997003E+02      0.127670E-05      0.381081E-06      0.208877E-03      0.624349E-04
      0.996803E+02      0.127744E-05      0.406604E-06      0.208956E-03      0.666098E-04
      0.996603E+02      0.127818E-05      0.432142E-06      0.209035E-03      0.707864E-04
      0.996404E+02      0.127892E-05      0.457695E-06      0.209115E-03      0.749645E-04
      0.996204E+02      0.127966E-05      0.483263E-06      0.209194E-03      0.791442E-04
      0.996004E+02      0.128040E-05      0.508845E-06      0.209273E-03      0.833255E-04
      0.995804E+02      0.128115E-05      0.534442E-06      0.209353E-03      0.875083E-04
      0.995604E+02      0.128189E-05      0.560055E-06      0.209432E-03      0.916928E-04
      0.995405E+02      0.128263E-05      0.585682E-06      0.209512E-03      0.958788E-04
      0.995205E+02      0.128338E-05      0.611324E-06      0.209591E-03      0.100066E-03
      0.995005E+02      0.128412E-05      0.636980E-06      0.209671E-03      0.104256E-03
      0.994805E+02      0.128487E-05      0.662652E-06      0.209750E-03      0.108446E-03
      0.994605E+02      0.128562E-05      0.688339E-06      0.209830E-03      0.112639E-03
      0.994406E+02      0.128636E-05      0.714040E-06      0.209910E-03      0.116833E-03
      0.994206E+02      0.128711E-05      0.739757E-06      0.209990E-03      0.121028E-03
      0.994006E+02      0.128786E-05      0.765488E-06      0.210069E-03      0.125226E-03
      0.993806E+02      0.128861E-05      0.791234E-06      0.210149E-03      0.129424E-03
      0.993606E+02      0.128936E-05      0.816996E-06      0.210229E-03      0.133625E-03
      0.993407E+02      0.129010E-05      0.842772E-06      0.210309E-03      0.137827E-03
      0.993207E+02      0.129086E-05      0.868563E-06      0.210389E-03      0.142030E-03
      0.993007E+02      0.129161E-05      0.894370E-06      0.210469E-03      0.146236E-03
      0.992807E+02      0.129236E-05      0.920191E-06      0.210549E-03      0.150442E-03
      0.992607E+02      0.129311E-05      0.946027E-06      0.210629E-03      0.154651E-03
      0.992408E+02      0.129386E-05      0.971879E-06      0.210709E-03      0.158861E-03
      0.992208E+02      0.129462E-05      0.997745E-06      0.210790E-03      0.163072E-03
      0.992008E+02      0.129537E-05      0.102363E-05      0.210870E-03      0.167285E-03
      0.991808E+02      0.129612E-05      0.104952E-05      0.210950E-03      0.171500E-03
      0.991608E+02      0.129688E-05      0.107543E-05      0.211030E-03      0.175717E-03
      0.991409E+02      0.129763E-05      0.110136E-05      0.211111E-03      0.179935E-03
      0.991209E+02      0.129839E-05      0.112730E-05      0.211191E-03      0.184154E-03
      0.991009E+02      0.129915E-05      0.115326E-05      0.211272E-03      0.188375E-03
      0.990809E+02      0.129990E-05      0.117923E-05      0.211352E-03      0.192598E-03
      0.990609E+02      0.130066E-05      0.120522E-05      0.211433E-03      0.196823E-03
      0.990410E+02      0.130142E-05      0.123122E-05      0.211514E-03      0.201049E-03
      0.990210E+02      0.130218E-05      0.125724E-05      0.211594E-03      0.205276E-03
      0.990010E+02      0.130294E-05      0.128327E-05      0.211675E-03      0.209506E-03
      0.989810E+02      0.130370E-05      0.130932E-05      0.211756E-03      0.213736E-03
      0.989610E+02      0.130446E-05      0.133538E-05      0.211836E-03      0.217969E-03
      0.989411E+02      0.130522E-05      0.136146E-05      0.211917E-03      0.222203E-03
      0.989211E+02      0.130598E-05      0.138755E-05      0.211998E-03      0.226439E-03
      0.989011E+02      0.130675E-05      0.141366E-05      0.212079E-03      0.230676E-03
      0.988811E+02      0.130751E-05      0.143979E-05      0.212160E-03      0.234915E-03
      0.988611E+02      0.130827E-05      0.146593E-05      0.212241E-03      0.239156E-03
      0.988412E+02      0.130904E-05      0.149208E-05      0.212322E-03      0.243398E-03
      0.988212E+02      0.130980E-05      0.151825E-05      0.212403E-03      0.247642E-03
      0.988012E+02      0.131057E-05      0.154444E-05      0.212485E-03      0.251887E-03
      0.987812E+02      0.131133E-05      0.157064E-05      0.212566E-03      0.256134E-03
      0.987612E+02      0.131210E-05      0.159685E-05      0.212647E-03      0.260383E-03
      0.987413E+02      0.131287E-05      0.162308E-05      0.212728E-03      0.264633E-03
      0.987213E+02      0.131364E-05      0.164933E-05      0.212810E-03      0.268885E-03
      0.987013E+02      0.131440E-05      0.167559E-05      0.212891E-03      0.273139E-03
      0.986813E+02      0.131517E-05      0.170187E-05      0.212973E-03      0.277394E-03
      0.986613E+02      0.131594E-05      0.172816E-05      0.213054E-03      0.281651E-03
      0.986414E+02      0.131671E-05      0.175447E-05      0.213136E-03      0.285909E-03
      0.986214E+02      0.131748E-05      0.178079E-05      0.213217E-03      0.290169E-03
      0.986014E+02      0.131826E-05      0.180713E-05      0.213299E-03      0.294431E-03
      0.985814E+02      0.131903E-05      0.183349E-05      0.213381E-03      0.298694E-03
      0.985614E+02      0.131980E-05      0.185986E-05      0.213462E-03      0.302959E-03
      0.985415E+02      0.132057E-05      0.188624E-05      0.213544E-03      0.307226E-03
      0.985215E+02      0.132135E-05      0.191264E-05      0.213626E-03      0.311494E-03
      0.985015E+02      0.132212E-05      0.193906E-05      0.213708E-03      0.315764E-03
      0.984815E+02      0.132290E-05      0.196549E-05      0.213790E-03      0.320036E-03
      0.984615E+02      0.132367E-05      0.199194E-05      0.213872E-03      0.324309E-03
      0.984416E+02      0.132445E-05      0.201840E-05      0.213954E-03      0.328584E-03
      0.984216E+02      0.132523E-05      0.204488E-05      0.214036E-03      0.332860E-03
      0.984016E+02      0.132601E-05      0.207137E-05      0.214118E-03      0.337138E-03
      0.983816E+02      0.132678E-05      0.209788E-05      0.214200E-03      0.341418E-03
      0.983616E+02      0.132756E-05      0.212440E-05      0.214282E-03      0.345699E-03
      0.983417E+02      0.132834E-05      0.215094E-05      0.214365E-03      0.349982E-03
      0.983217E+02      0.132912E-05      0.217750E-05      0.214447E-03      0.354267E-03
      0.983017E+02      0.132990E-05      0.220407E-05      0.214529E-03      0.358553E-03
      0.982817E+02      0.133068E-05      0.223066E-05      0.214612E-03      0.362841E-03
      0.982617E+02      0.133147E-05      0.225726E-05      0.214694E-03      0.367131E-03
      0.982418E+02      0.133225E-05      0.228388E-05      0.214777E-03      0.371422E-03
      0.982218E+02      0.133303E-05      0.231051E-05      0.214859E-03      0.375715E-03
      0.982018E+02      0.133381E-05      0.233716E-05      0.214942E-03      0.380009E-03
      0.981818E+02      0.133460E-05      0.236383E-05      0.215024E-03      0.384305E-03
      0.981618E+02      0.133538E-05      0.239051E-05      0.215107E-03      0.388603E-03
      0.981419E+02      0.133617E-05      0.241721E-05      0.215190E-03      0.392903E-03
      0.981219E+02      0.133696E-05      0.244392E-05      0.215273E-03      0.397204E-03
      0.981019E+02      0.133774E-05      0.247065E-05      0.215355E-03      0.401507E-03
      0.980819E+02      0.133853E-05      0.249739E-05      0.215438E-03      0.405811E-03
      0.980619E+02      0.133932E-05      0.252415E-05      0.215521E-03      0.410117E-03
      0.980420E+02      0.134011E-05      0.255093E-05      0.215604E-03      0.414425E-03
      0.980220E+02      0.134090E-05      0.257772E-05      0.215687E-03      0.418735E-03
      0.980020E+02      0.134169E-05      0.260452E-05      0.215770E-03      0.423046E-03
      0.979820E+02      0.134248E-05      0.263135E-05      0.215853E-03      0.427358E-03
      0.979620E+02      0.134327E-05      0.265818E-05      0.215937E-03      0.431673E-03
      0.979421E+02      0.134406E-05      0.268504E-05      0.216020E-03      0.435989E-03
      0.979221E+02      0.134485E-05      0.271191E-05      0.216103E-03      0.440307E-03
      0.979021E+02      0.134565E-05      0.273879E-05      0.216186E-03      0.444626E-03
      0.978821E+02      0.134644E-05      0.276570E-05      0.216270E-03      0.448947E-03
      0.978621E+02      0.134723E-05      0.279261E-05      0.216353E-03      0.453270E-03
      0.978422E+02      0.134803E-05      0.281955E-05      0.216437E-03      0.457594E-03
      0.978222E+02      0.134882E-05      0.284650E-05      0.216520E-03      0.461920E-03
      0.978022E+02      0.134962E-05      0.287346E-05      0.216604E-03      0.466248E-03
      0.977822E+02      0.135042E-05      0.290044E-05      0.216687E-03      0.470577E-03
      0.977622E+02      0.135121E-05      0.292744E-05      0.216771E-03      0.474909E-03
      0.977423E+02      0.135201E-05      0.295445E-05      0.216855E-03      0.479241E-03
      0.977223E+02      0.135281E-05      0.298148E-05      0.216938E-03      0.483576E-03
      0.977023E+02      0.135361E-05      0.300853E-05      0.217022E-03      0.487912E-03
      0.976823E+02      0.135441E-05      0.303559E-05      0.217106E-03      0.492250E-03
      0.976623E+02      0.135521E-05      0.306267E-05      0.217190E-03      0.496589E-03
      0.976424E+02      0.135601E-05      0.308976E-05      0.217274E-03      0.500930E-03
      0.976224E+02      0.135681E-05      0.311687E-05      0.217358E-03      0.505273E-03
      0.976024E+02      0.135762E-05      0.314399E-05      0.217442E-03      0.509617E-03
      0.975824E+02      0.135842E-05      0.317114E-05      0.217526E-03      0.513964E-03
      0.975624E+02      0.135922E-05      0.319829E-05      0.217610E-03      0.518311E-03
      0.975425E+02      0.136003E-05      0.322547E-05      0.217694E-03      0.522661E-03
      0.975225E+02      0.136083E-05      0.325266E-05      0.217778E-03      0.527012E-03
      0.975025E+02      0.136164E-05      0.327986E-05      0.217863E-03      0.531365E-03
      0.974825E+02      0.136244E-05      0.330708E-05      0.217947E-03      0.535720E-03
      0.974625E+02      0.136325E-05      0.333432E-05      0.218031E-03      0.540076E-03
      0.974426E+02      0.136406E-05      0.336157E-05      0.218116E-03      0.544434E-03
      0.974226E+02      0.136487E-05      0.338884E-05      0.218200E-03      0.548794E-03
      0.974026E+02      0.136567E-05      0.341613E-05      0.218285E-03      0.553155E-03
      0.973826E+02      0.136648E-05      0.344343E-05      0.218369E-03      0.557518E-03
      0.973626E+02      0.136729E-05      0.347075E-05      0.218454E-03      0.561883E-03
      0.973427E+02      0.136811E-05      0.349809E-05      0.218539E-03      0.566249E-03
      0.973227E+02      0.136892E-05      0.352544E-05      0.218624E-03      0.570617E-03
      0.973027E+02      0.136973E-05      0.355280E-05      0.218708E-03      0.574987E-03
